experiment_id,model,data_types,fusion,gnn_conv,finetune,status,duration_s,start_time,end_time,primary_metric_name,primary_metric_value,pearson_corr,r_squared,mse,f1_score,balanced_accuracy,kappa,c_index,stats_file,run_log_file
experiment29,supervised_vae,"mutation,rna",early,,False,success,62.82,2025-04-08 10:28:22,2025-04-08 10:29:25,pearson_corr,0.3564352554210072,0.3564352554210072,0.1270460913070386,0.2529558837413788,,,,,output_improved/experiment29.stats.csv,output_improved/run_logs/experiment29.run.log
experiment30,supervised_vae,"mutation,rna",early,,False,success,86.02,2025-04-08 10:29:25,2025-04-08 10:30:51,pearson_corr,0.3229981146300711,0.3229981146300711,0.1043277820545805,0.2318401634693145,,,,,output_improved/experiment30.stats.csv,output_improved/run_logs/experiment30.run.log
experiment31,supervised_vae,"mutation,rna",intermediate,,False,success,89.2,2025-04-08 10:30:51,2025-04-08 10:32:20,pearson_corr,0.3294073038345004,0.3294073038345004,0.1085091718195149,0.2706198096275329,,,,,output_improved/experiment31.stats.csv,output_improved/run_logs/experiment31.run.log
experiment32,supervised_vae,"mutation,rna",intermediate,,False,success,84.99,2025-04-08 10:32:20,2025-04-08 10:33:45,pearson_corr,0.390578773096136,0.390578773096136,0.1525517779932829,0.2649950981140136,,,,,output_improved/experiment32.stats.csv,output_improved/run_logs/experiment32.run.log
experiment33,supervised_vae,"mutation,cnv",early,,False,success,52.7,2025-04-08 10:33:45,2025-04-08 10:34:38,pearson_corr,0.1777412375486792,0.1777412375486792,0.031591947525336,0.4058598279953003,,,,,output_improved/experiment33.stats.csv,output_improved/run_logs/experiment33.run.log
experiment34,supervised_vae,"mutation,cnv",early,,False,success,47.85,2025-04-08 10:34:38,2025-04-08 10:35:26,pearson_corr,0.1539314474733119,0.1539314474733119,0.0236948905212289,0.3584643304347992,,,,,output_improved/experiment34.stats.csv,output_improved/run_logs/experiment34.run.log
experiment35,supervised_vae,"mutation,cnv",intermediate,,False,success,85.1,2025-04-08 10:35:26,2025-04-08 10:36:51,pearson_corr,0.0992692005516331,0.0992692005516331,0.0098543741781603,0.3674500584602356,,,,,output_improved/experiment35.stats.csv,output_improved/run_logs/experiment35.run.log
experiment36,supervised_vae,"mutation,cnv",intermediate,,False,success,87.17,2025-04-08 10:36:51,2025-04-08 10:38:18,pearson_corr,0.1142620783723624,0.1142620783723624,0.0130558225539718,0.4276399612426758,,,,,output_improved/experiment36.stats.csv,output_improved/run_logs/experiment36.run.log
experiment37,supervised_vae,"rna,cnv",early,,False,success,67.26,2025-04-08 10:38:18,2025-04-08 10:39:25,pearson_corr,0.2950981890597287,0.2950981890597287,0.0870829411863314,0.3299804925918579,,,,,output_improved/experiment37.stats.csv,output_improved/run_logs/experiment37.run.log
experiment38,supervised_vae,"rna,cnv",early,,False,success,66.83,2025-04-08 10:39:25,2025-04-08 10:40:32,pearson_corr,0.2604407094532094,0.2604407094532094,0.067829363140491,0.3943775594234466,,,,,output_improved/experiment38.stats.csv,output_improved/run_logs/experiment38.run.log
experiment39,supervised_vae,"rna,cnv",intermediate,,False,success,98.37,2025-04-08 10:40:32,2025-04-08 10:42:10,pearson_corr,0.345359978858915,0.345359978858915,0.1192735149974302,0.4411208033561706,,,,,output_improved/experiment39.stats.csv,output_improved/run_logs/experiment39.run.log
experiment40,supervised_vae,"rna,cnv",intermediate,,False,success,84.49,2025-04-08 10:42:10,2025-04-08 10:43:35,pearson_corr,0.3357608946798557,0.3357608946798557,0.1127353783962172,0.2900690734386444,,,,,output_improved/experiment40.stats.csv,output_improved/run_logs/experiment40.run.log
experiment41,supervised_vae,"mutation,rna,cnv",early,,False,success,60.8,2025-04-08 10:43:35,2025-04-08 10:44:36,pearson_corr,0.3301680848700946,0.3301680848700946,0.1090109642667859,0.416382759809494,,,,,output_improved/experiment41.stats.csv,output_improved/run_logs/experiment41.run.log
experiment42,supervised_vae,"mutation,rna,cnv",early,,False,success,62.6,2025-04-08 10:44:36,2025-04-08 10:45:38,pearson_corr,0.2792037057998986,0.2792037057998986,0.0779547093323963,0.4067299365997314,,,,,output_improved/experiment42.stats.csv,output_improved/run_logs/experiment42.run.log
experiment43,supervised_vae,"mutation,rna,cnv",intermediate,,False,success,97.58,2025-04-08 10:45:38,2025-04-08 10:47:16,pearson_corr,0.3007002415212935,0.3007002415212935,0.0904206352509642,0.2532795965671539,,,,,output_improved/experiment43.stats.csv,output_improved/run_logs/experiment43.run.log
experiment44,supervised_vae,"mutation,rna,cnv",intermediate,,False,success,108.14,2025-04-08 10:47:16,2025-04-08 10:49:04,pearson_corr,0.374358275697329,0.374358275697329,0.1401441185830774,0.3286167681217193,,,,,output_improved/experiment44.stats.csv,output_improved/run_logs/experiment44.run.log
experiment45,GNN,mutation,early,GC,False,success,99.58,2025-04-08 10:49:04,2025-04-08 10:50:44,pearson_corr,0.0683610623653082,0.0683610623653082,0.0046732348477135,0.3519617617130279,,,,,output_improved/experiment45.stats.csv,output_improved/run_logs/experiment45.run.log
experiment46,GNN,mutation,early,GC,False,success,101.71,2025-04-08 10:50:44,2025-04-08 10:52:25,pearson_corr,0.0124351688552624,0.0124351688552624,0.0001546334244588,0.3611648976802826,,,,,output_improved/experiment46.stats.csv,output_improved/run_logs/experiment46.run.log
experiment47,GNN,mutation,early,SAGE,False,success,105.42,2025-04-08 10:52:25,2025-04-08 10:54:11,pearson_corr,0.0401973799045005,0.0401973799045005,0.0016158293511867,0.3431373834609985,,,,,output_improved/experiment47.stats.csv,output_improved/run_logs/experiment47.run.log
experiment48,GNN,mutation,early,SAGE,False,success,101.01,2025-04-08 10:54:11,2025-04-08 10:55:52,pearson_corr,0.0440598176345715,0.0440598176345715,0.0019412675299917,0.3010525703430176,,,,,output_improved/experiment48.stats.csv,output_improved/run_logs/experiment48.run.log
experiment49,GNN,rna,early,GC,False,success,137.42,2025-04-08 10:55:52,2025-04-08 10:58:09,pearson_corr,0.3803831699871457,0.3803831699871457,0.1446913560094698,0.234841302037239,,,,,output_improved/experiment49.stats.csv,output_improved/run_logs/experiment49.run.log
experiment50,GNN,rna,early,GC,False,success,218.39,2025-04-08 10:58:09,2025-04-08 11:01:48,pearson_corr,0.3354220887735135,0.3354220887735135,0.1125079776371867,0.3004912436008453,,,,,output_improved/experiment50.stats.csv,output_improved/run_logs/experiment50.run.log
experiment51,GNN,rna,early,SAGE,False,success,170.03,2025-04-08 11:01:48,2025-04-08 11:04:38,pearson_corr,0.353999541072247,0.353999541072247,0.1253156750793615,0.1492656171321869,,,,,output_improved/experiment51.stats.csv,output_improved/run_logs/experiment51.run.log
experiment52,GNN,rna,early,SAGE,False,success,132.44,2025-04-08 11:04:38,2025-04-08 11:06:50,pearson_corr,0.3961299414787239,0.3961299414787239,0.1569189305359372,0.1904001533985138,,,,,output_improved/experiment52.stats.csv,output_improved/run_logs/experiment52.run.log
experiment53,GNN,cnv,early,GC,False,success,158.32,2025-04-08 11:06:50,2025-04-08 11:09:28,pearson_corr,0.0245545670879121,0.0245545670879121,0.0006029267648747,0.4760352969169616,,,,,output_improved/experiment53.stats.csv,output_improved/run_logs/experiment53.run.log
experiment54,GNN,cnv,early,GC,False,success,116.44,2025-04-08 11:09:28,2025-04-08 11:11:25,pearson_corr,0.0388474271755039,0.0388474271755039,0.001509122598156,0.3896726071834564,,,,,output_improved/experiment54.stats.csv,output_improved/run_logs/experiment54.run.log
experiment55,GNN,cnv,early,SAGE,False,success,126.84,2025-04-08 11:11:25,2025-04-08 11:13:32,pearson_corr,0.1370769265225948,0.1370769265225948,0.0187900837848808,0.3847414553165436,,,,,output_improved/experiment55.stats.csv,output_improved/run_logs/experiment55.run.log
experiment56,GNN,cnv,early,SAGE,False,success,124.33,2025-04-08 11:13:32,2025-04-08 11:15:36,pearson_corr,0.1363316368092599,0.1363316368092599,0.0185863151950919,0.5162104964256287,,,,,output_improved/experiment56.stats.csv,output_improved/run_logs/experiment56.run.log
experiment57,GNN,"mutation,rna",early,GC,False,success,161.71,2025-04-08 11:15:36,2025-04-08 11:18:18,pearson_corr,0.3637316251121914,0.3637316251121914,0.1323006951067557,0.1337382346391677,,,,,output_improved/experiment57.stats.csv,output_improved/run_logs/experiment57.run.log
experiment58,GNN,"mutation,rna",early,GC,False,success,170.98,2025-04-08 11:18:18,2025-04-08 11:21:09,pearson_corr,0.3368493164494787,0.3368493164494787,0.113467461992481,0.1963384449481964,,,,,output_improved/experiment58.stats.csv,output_improved/run_logs/experiment58.run.log
experiment59,GNN,"mutation,rna",early,SAGE,False,success,190.99,2025-04-08 11:21:09,2025-04-08 11:24:20,pearson_corr,0.387339413822872,0.387339413822872,0.1500318215006461,0.1620758175849914,,,,,output_improved/experiment59.stats.csv,output_improved/run_logs/experiment59.run.log
experiment60,GNN,"mutation,rna",early,SAGE,False,success,188.2,2025-04-08 11:24:20,2025-04-08 11:27:28,pearson_corr,0.3536740530504551,0.3536740530504551,0.1250853358011361,0.1807980388402938,,,,,output_improved/experiment60.stats.csv,output_improved/run_logs/experiment60.run.log
experiment61,GNN,"mutation,cnv",early,GC,False,success,186.86,2025-04-08 11:27:28,2025-04-08 11:30:35,pearson_corr,0.1082883476688662,0.1082883476688662,0.0117263662408532,0.3551948070526123,,,,,output_improved/experiment61.stats.csv,output_improved/run_logs/experiment61.run.log
experiment62,GNN,"mutation,cnv",early,GC,False,success,170.54,2025-04-08 11:30:35,2025-04-08 11:33:25,pearson_corr,0.1018833497547431,0.1018833497547431,0.0103802169572473,0.4172140061855316,,,,,output_improved/experiment62.stats.csv,output_improved/run_logs/experiment62.run.log
experiment63,GNN,"mutation,cnv",early,SAGE,False,success,170.31,2025-04-08 11:33:25,2025-04-08 11:36:16,pearson_corr,0.0627026832679726,0.0627026832679726,0.0039316264890036,0.3484809994697571,,,,,output_improved/experiment63.stats.csv,output_improved/run_logs/experiment63.run.log
experiment64,GNN,"mutation,cnv",early,SAGE,False,success,175.12,2025-04-08 11:36:16,2025-04-08 11:39:11,pearson_corr,0.0738958330847196,0.0738958330847196,0.0054605941472847,0.5124598741531372,,,,,output_improved/experiment64.stats.csv,output_improved/run_logs/experiment64.run.log
experiment65,GNN,"rna,cnv",early,GC,False,success,193.81,2025-04-08 11:39:11,2025-04-08 11:42:25,pearson_corr,0.3378001936903296,0.3378001936903296,0.1141089708572242,0.3389979302883148,,,,,output_improved/experiment65.stats.csv,output_improved/run_logs/experiment65.run.log
experiment66,GNN,"rna,cnv",early,GC,False,success,195.64,2025-04-08 11:42:25,2025-04-08 11:45:40,pearson_corr,0.3397851919614649,0.3397851919614649,0.1154539766762895,0.2763977944850921,,,,,output_improved/experiment66.stats.csv,output_improved/run_logs/experiment66.run.log
experiment67,GNN,"rna,cnv",early,SAGE,False,success,188.79,2025-04-08 11:45:40,2025-04-08 11:48:49,pearson_corr,0.353211148148958,0.353211148148958,0.1247581151767051,0.2848039269447326,,,,,output_improved/experiment67.stats.csv,output_improved/run_logs/experiment67.run.log
experiment68,GNN,"rna,cnv",early,SAGE,False,success,195.0,2025-04-08 11:48:49,2025-04-08 11:52:04,pearson_corr,0.3403047812370496,0.3403047812370496,0.1158073441327962,0.290629118680954,,,,,output_improved/experiment68.stats.csv,output_improved/run_logs/experiment68.run.log
experiment69,GNN,"mutation,rna,cnv",early,GC,False,success,176.67,2025-04-08 11:52:04,2025-04-08 11:55:01,pearson_corr,0.2623848083910098,0.2623848083910098,0.0688457876743869,0.3350244462490082,,,,,output_improved/experiment69.stats.csv,output_improved/run_logs/experiment69.run.log
experiment70,GNN,"mutation,rna,cnv",early,GC,False,success,190.73,2025-04-08 11:55:01,2025-04-08 11:58:12,pearson_corr,0.2164379984302309,0.2164379984302309,0.0468454071644846,0.417428970336914,,,,,output_improved/experiment70.stats.csv,output_improved/run_logs/experiment70.run.log
experiment71,GNN,"mutation,rna,cnv",early,SAGE,False,success,188.53,2025-04-08 11:58:12,2025-04-08 12:01:20,pearson_corr,0.2831135231905959,0.2831135231905959,0.0801532670133921,0.3294514715671539,,,,,output_improved/experiment71.stats.csv,output_improved/run_logs/experiment71.run.log
experiment72,GNN,"mutation,rna,cnv",early,SAGE,False,success,195.68,2025-04-08 12:01:20,2025-04-08 12:04:36,pearson_corr,0.2981288654844524,0.2981288654844524,0.0888808204350467,0.3622772991657257,,,,,output_improved/experiment72.stats.csv,output_improved/run_logs/experiment72.run.log
